gmTs,Match_No,Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,Vote_Home,Vote_Draw,Vote_Away,Public_Pick,Is_Upset
250059,12,2025-01-26,LaLiga,Vallecano,Girona,2,1,H,34.4,32.7,32.9,H,0
250059,13,2025-01-26,LaLiga,Barcelona,Valencia,7,1,H,88.0,9.5,2.5,H,0
250059,14,2025-01-26,EPL,Tottenham,Leicester,1,2,A,81.8,12.9,5.2,H,1
250060,1,2025-01-25,EPL,Man City,Chelsea,3,1,H,46.9,24.0,29.1,H,0
250060,2,2025-01-25,EPL,Southampton,Newcastle,1,3,A,2.4,13.6,84.0,A,0
250060,3,2025-01-26,LaLiga,Ath Bilbao,Leganes,0,0,D,85.6,14.2,0.2,H,1
250060,4,2025-01-26,LaLiga,Sociedad,Getafe,0,3,A,68.2,21.1,10.7,H,1
250060,5,2025-01-26,LaLiga,Vallecano,Girona,2,1,H,34.4,32.7,32.9,H,0
250060,6,2025-01-26,LaLiga,Barcelona,Valencia,7,1,H,88.0,9.5,2.5,H,0
250060,7,2025-01-26,EPL,Tottenham,Leicester,1,2,A,81.8,12.9,5.2,H,1
250060,8,2025-01-26,EPL,Aston Villa,West Ham,1,1,D,77.2,16.4,6.4,H,1
250060,9,2025-01-26,EPL,Fulham,Man United,0,1,A,41.3,28.0,30.7,H,1
250060,10,2025-01-26,EPL,Crystal Palace,Brentford,1,2,A,46.1,25.2,28.7,H,1
250060,11,2025-01-27,LaLiga,Alaves,Celta,1,1,D,36.3,31.8,31.8,H,1
250060,12,2025-01-31,LaLiga,Leganes,Vallecano,0,1,A,28.7,31.5,39.8,A,0
250060,13,2025-02-02,LaLiga,Betis,Ath Bilbao,2,2,D,32.7,28.7,38.7,A,1
250060,14,2025-02-02,EPL,Arsenal,Man City,5,1,H,48.9,27.2,23.8,H,0
260001,1,2025-01-26,EPL,Aston Villa,West Ham,1,1,D,77.2,16.4,6.4,H,1
260001,2,2025-01-26,EPL,Fulham,Man United,0,1,A,41.3,28.0,30.7,H,1
260001,3,2025-01-26,EPL,Crystal Palace,Brentford,1,2,A,46.1,25.2,28.7,H,1
260001,4,2025-01-27,LaLiga,Alaves,Celta,1,1,D,36.3,31.8,31.8,H,1
260001,5,2025-01-31,LaLiga,Leganes,Vallecano,0,1,A,28.7,31.5,39.8,A,0
260001,6,2025-02-02,LaLiga,Betis,Ath Bilbao,2,2,D,32.7,28.7,38.7,A,1
260001,7,2025-02-02,EPL,Arsenal,Man City,5,1,H,48.9,27.2,23.8,H,0
260001,8,2025-02-02,EPL,Brentford,Tottenham,0,2,A,45.6,24.5,29.9,H,1
260001,9,2025-02-02,LaLiga,Valencia,Celta,2,1,H,40.8,30.3,28.9,H,0
260001,10,2025-02-02,EPL,Man United,Crystal Palace,0,2,A,47.7,27.2,25.1,H,1
260001,11,2025-02-02,LaLiga,Barcelona,Alaves,1,0,H,88.0,9.6,2.4,H,0
260001,12,2025-02-02,LaLiga,Osasuna,Sociedad,2,1,H,31.5,31.5,37.0,A,1
260001,13,2025-02-03,LaLiga,Leganes,Getafe,1,0,H,30.6,32.9,36.5,A,1
260001,14,2025-02-03,LaLiga,Osasuna,Valencia,3,3,D,41.4,29.8,28.9,H,1
260002,1,2025-02-02,EPL,Brentford,Tottenham,0,2,A,45.6,24.5,29.9,H,1
260002,2,2025-02-02,LaLiga,Valencia,Celta,2,1,H,40.8,30.3,28.9,H,0
260002,3,2025-02-02,EPL,Man United,Crystal Palace,0,2,A,47.7,27.2,25.1,H,1
260002,4,2025-02-02,LaLiga,Barcelona,Alaves,1,0,H,88.0,9.6,2.4,H,0
260002,5,2025-02-02,LaLiga,Osasuna,Sociedad,2,1,H,31.5,31.5,37.0,A,1
260002,6,2025-02-03,LaLiga,Leganes,Getafe,1,0,H,30.6,32.9,36.5,A,1
260002,7,2025-02-03,LaLiga,Osasuna,Valencia,3,3,D,41.4,29.8,28.9,H,1
260002,8,2025-02-03,LaLiga,Mallorca,Alaves,1,1,D,42.2,30.6,27.1,H,1
260002,9,2025-02-03,LaLiga,Barcelona,Sociedad,4,0,H,88.0,12.3,-0.3,H,0
260002,10,2025-02-04,EPL,Brighton,Aston Villa,0,3,A,46.1,24.9,29.1,H,1
260002,11,2025-02-04,EPL,Man City,Leicester,2,0,H,88.0,8.9,3.1,H,0
260002,12,2025-02-04,EPL,Southampton,Crystal Palace,1,1,D,8.1,18.7,73.2,A,1
260002,13,2025-02-04,EPL,Liverpool,Everton,1,0,H,86.7,14.1,-0.8,H,0
260002,14,2025-02-04,EPL,Newcastle,Brentford,2,1,H,68.8,15.9,15.3,H,0
260003,1,2025-02-03,LaLiga,Mallorca,Alaves,1,1,D,42.2,30.6,27.1,H,1
260003,2,2025-02-03,LaLiga,Barcelona,Sociedad,4,0,H,88.0,12.3,-0.3,H,0
260003,3,2025-02-04,EPL,Brighton,Aston Villa,0,3,A,46.1,24.9,29.1,H,1
260003,4,2025-02-04,EPL,Man City,Leicester,2,0,H,88.0,8.9,3.1,H,0
260003,5,2025-02-04,EPL,Southampton,Crystal Palace,1,1,D,8.1,18.7,73.2,A,1
260003,6,2025-02-04,EPL,Liverpool,Everton,1,0,H,86.7,14.1,-0.8,H,0
260003,7,2025-02-04,EPL,Newcastle,Brentford,2,1,H,68.8,15.9,15.3,H,0
260003,8,2025-02-04,EPL,Bournemouth,Ipswich,1,2,A,86.8,13.5,-0.3,H,1
260003,9,2025-02-05,EPL,Man City,Wolves,1,0,H,84.4,14.9,0.7,H,0
260003,10,2025-02-05,LaLiga,Vallecano,Getafe,1,0,H,40.1,31.8,28.1,H,0
260003,11,2025-02-14,EPL,Brighton,Chelsea,3,0,H,35.1,26.3,38.6,A,1
260003,12,2025-02-14,LaLiga,Girona,Getafe,1,2,A,48.8,29.3,22.0,H,1
260003,13,2025-02-15,EPL,Fulham,Nott'm Forest,2,1,H,43.2,28.0,28.8,H,0
260003,14,2025-02-15,LaLiga,Osasuna,Real Madrid,1,1,D,7.2,17.3,75.5,A,1
260004,1,2025-02-04,EPL,Bournemouth,Ipswich,1,2,A,86.8,13.5,-0.3,H,1
260004,2,2025-02-05,EPL,Man City,Wolves,1,0,H,84.4,14.9,0.7,H,0
260004,3,2025-02-05,LaLiga,Vallecano,Getafe,1,0,H,40.1,31.8,28.1,H,0
260004,4,2025-02-14,EPL,Brighton,Chelsea,3,0,H,35.1,26.3,38.6,A,1
260004,5,2025-02-14,LaLiga,Girona,Getafe,1,2,A,48.8,29.3,22.0,H,1
260004,6,2025-02-15,EPL,Fulham,Nott'm Forest,2,1,H,43.2,28.0,28.8,H,0
260004,7,2025-02-15,LaLiga,Osasuna,Real Madrid,1,1,D,7.2,17.3,75.5,A,1
260004,8,2025-02-15,EPL,West Ham,Brentford,0,1,A,40.5,26.4,33.1,H,1
260004,9,2025-02-15,EPL,Man City,Newcastle,4,0,H,48.7,22.6,28.8,H,0
260004,10,2025-02-15,LaLiga,Leganes,Alaves,3,3,D,30.7,32.8,36.6,A,1
260004,11,2025-02-15,EPL,Aston Villa,Ipswich,1,1,D,83.6,14.8,1.6,H,1
260004,12,2025-02-15,EPL,Southampton,Bournemouth,1,3,A,5.3,15.8,78.9,A,0
260004,13,2025-02-15,LaLiga,Ath Madrid,Celta,1,1,D,84.3,15.6,0.1,H,1
260004,14,2025-02-15,LaLiga,Villarreal,Valencia,1,1,D,77.8,15.6,6.6,H,1
260005,1,2025-02-15,EPL,West Ham,Brentford,0,1,A,40.5,26.4,33.1,H,1
260005,2,2025-02-15,EPL,Man City,Newcastle,4,0,H,48.7,22.6,28.8,H,0
260005,3,2025-02-15,LaLiga,Leganes,Alaves,3,3,D,30.7,32.8,36.6,A,1
260005,4,2025-02-15,EPL,Aston Villa,Ipswich,1,1,D,83.6,14.8,1.6,H,1
260005,5,2025-02-15,EPL,Southampton,Bournemouth,1,3,A,5.3,15.8,78.9,A,0
260005,6,2025-02-15,LaLiga,Ath Madrid,Celta,1,1,D,84.3,15.6,0.1,H,1
260005,7,2025-02-15,LaLiga,Villarreal,Valencia,1,1,D,77.8,15.6,6.6,H,1
260005,8,2025-02-15,EPL,Leicester,Arsenal,0,2,A,-1.9,14.0,87.9,A,0
260005,9,2025-02-15,EPL,Crystal Palace,Everton,1,2,A,66.2,21.0,12.8,H,1
260005,10,2025-02-16,LaLiga,Mallorca,Las Palmas,3,1,H,68.5,20.3,11.1,H,0
260005,11,2025-02-16,EPL,Tottenham,Man United,1,0,H,38.6,25.2,36.1,H,0
260005,12,2025-02-16,LaLiga,Valladolid,Sevilla,0,4,A,23.7,27.8,48.5,A,0
260005,13,2025-02-16,LaLiga,Espanol,Ath Bilbao,1,1,D,10.5,20.9,68.6,A,1
260005,14,2025-02-16,LaLiga,Betis,Sociedad,3,0,H,37.0,30.4,32.5,H,0
260006,1,2025-02-15,EPL,Leicester,Arsenal,0,2,A,-1.9,14.0,87.9,A,0
260006,2,2025-02-15,EPL,Crystal Palace,Everton,1,2,A,66.2,21.0,12.8,H,1
260006,3,2025-02-16,LaLiga,Mallorca,Las Palmas,3,1,H,68.5,20.3,11.1,H,0
260006,4,2025-02-16,EPL,Tottenham,Man United,1,0,H,38.6,25.2,36.1,H,0
260006,5,2025-02-16,LaLiga,Valladolid,Sevilla,0,4,A,23.7,27.8,48.5,A,0
260006,6,2025-02-16,LaLiga,Espanol,Ath Bilbao,1,1,D,10.5,20.9,68.6,A,1
260006,7,2025-02-16,LaLiga,Betis,Sociedad,3,0,H,37.0,30.4,32.5,H,0
260006,8,2025-02-16,EPL,Liverpool,Wolves,2,1,H,88.0,8.7,3.3,H,0
260006,9,2025-02-17,LaLiga,Barcelona,Vallecano,1,0,H,88.0,10.2,1.8,H,0
260006,10,2025-02-19,EPL,Aston Villa,Liverpool,2,2,D,17.3,17.8,64.9,A,1
260006,11,2025-02-21,EPL,Leicester,Brentford,0,4,A,26.1,24.7,49.2,A,0
260006,12,2025-02-21,LaLiga,Celta,Osasuna,1,0,H,70.9,18.9,10.2,H,0
260006,13,2025-02-22,LaLiga,Las Palmas,Barcelona,0,2,A,1.9,10.1,88.0,A,0
260006,14,2025-02-22,LaLiga,Alaves,Espanol,0,1,A,65.9,21.9,12.2,H,1
260007,1,2025-02-16,EPL,Liverpool,Wolves,2,1,H,88.0,8.7,3.3,H,0
260007,2,2025-02-17,LaLiga,Barcelona,Vallecano,1,0,H,88.0,10.2,1.8,H,0
260007,3,2025-02-19,EPL,Aston Villa,Liverpool,2,2,D,17.3,17.8,64.9,A,1
260007,4,2025-02-21,EPL,Leicester,Brentford,0,4,A,26.1,24.7,49.2,A,0
260007,5,2025-02-21,LaLiga,Celta,Osasuna,1,0,H,70.9,18.9,10.2,H,0
260007,6,2025-02-22,LaLiga,Las Palmas,Barcelona,0,2,A,1.9,10.1,88.0,A,0
260007,7,2025-02-22,LaLiga,Alaves,Espanol,0,1,A,65.9,21.9,12.2,H,1
260007,8,2025-02-22,LaLiga,Vallecano,Villarreal,0,1,A,33.0,27.1,39.9,A,0
260007,9,2025-02-22,EPL,Bournemouth,Wolves,0,1,A,77.2,15.8,7.0,H,1
260007,10,2025-02-22,EPL,Southampton,Brighton,0,4,A,6.3,17.3,76.4,A,0
260007,11,2025-02-22,EPL,Fulham,Crystal Palace,0,2,A,46.4,28.0,25.7,H,1
260007,12,2025-02-22,EPL,Ipswich,Tottenham,1,4,A,17.3,19.9,62.8,A,0
260007,13,2025-02-22,EPL,Aston Villa,Chelsea,2,1,H,35.9,27.8,36.3,A,1
260007,14,2025-02-22,LaLiga,Valencia,Ath Madrid,0,3,A,22.6,27.9,49.6,A,0
260008,1,2025-02-22,LaLiga,Vallecano,Villarreal,0,1,A,33.0,27.1,39.9,A,0
260008,2,2025-02-22,EPL,Bournemouth,Wolves,0,1,A,77.2,15.8,7.0,H,1
260008,3,2025-02-22,EPL,Southampton,Brighton,0,4,A,6.3,17.3,76.4,A,0
260008,4,2025-02-22,EPL,Fulham,Crystal Palace,0,2,A,46.4,28.0,25.7,H,1
260008,5,2025-02-22,EPL,Ipswich,Tottenham,1,4,A,17.3,19.9,62.8,A,0
260008,6,2025-02-22,EPL,Aston Villa,Chelsea,2,1,H,35.9,27.8,36.3,A,1
260008,7,2025-02-22,LaLiga,Valencia,Ath Madrid,0,3,A,22.6,27.9,49.6,A,0
260008,8,2025-02-22,EPL,Arsenal,West Ham,0,1,A,88.0,11.9,0.1,H,1
260008,9,2025-02-22,EPL,Everton,Man United,2,2,D,37.8,29.6,32.6,H,1
260008,10,2025-02-23,LaLiga,Ath Bilbao,Valladolid,7,1,H,88.0,10.2,1.8,H,0
260008,11,2025-02-23,LaLiga,Sociedad,Leganes,3,0,H,76.5,19.0,4.6,H,0
260008,12,2025-02-23,LaLiga,Getafe,Betis,1,2,A,36.6,30.7,32.8,H,1
260008,13,2025-02-23,EPL,Man City,Liverpool,0,2,A,32.9,24.9,42.1,A,0
260008,14,2025-02-23,EPL,Newcastle,Nott'm Forest,4,3,H,65.7,18.7,15.6,H,0
260009,1,2025-02-22,EPL,Arsenal,West Ham,0,1,A,88.0,11.9,0.1,H,1
260009,2,2025-02-22,EPL,Everton,Man United,2,2,D,37.8,29.6,32.6,H,1
260009,3,2025-02-23,LaLiga,Ath Bilbao,Valladolid,7,1,H,88.0,10.2,1.8,H,0
260009,4,2025-02-23,LaLiga,Sociedad,Leganes,3,0,H,76.5,19.0,4.6,H,0
260009,5,2025-02-23,LaLiga,Getafe,Betis,1,2,A,36.6,30.7,32.8,H,1
260009,6,2025-02-23,EPL,Man City,Liverpool,0,2,A,32.9,24.9,42.1,A,0
260009,7,2025-02-23,EPL,Newcastle,Nott'm Forest,4,3,H,65.7,18.7,15.6,H,0
260009,8,2025-02-23,LaLiga,Real Madrid,Girona,2,0,H,88.0,11.4,0.6,H,0
260009,9,2025-02-24,LaLiga,Sevilla,Mallorca,1,1,D,46.2,29.6,24.3,H,1
260009,10,2025-02-25,EPL,Chelsea,Southampton,4,0,H,88.0,8.9,3.1,H,0
260009,11,2025-02-25,EPL,Brighton,Bournemouth,2,1,H,46.9,24.7,28.4,H,0
260009,12,2025-02-25,EPL,Crystal Palace,Aston Villa,4,1,H,38.5,27.8,33.7,H,0
260009,13,2025-02-25,EPL,Wolves,Fulham,1,2,A,35.8,28.5,35.8,H,1
260009,14,2025-02-26,EPL,Tottenham,Man City,0,1,A,29.1,23.6,47.3,A,0
260010,1,2025-02-23,LaLiga,Real Madrid,Girona,2,0,H,88.0,11.4,0.6,H,0
260010,2,2025-02-24,LaLiga,Sevilla,Mallorca,1,1,D,46.2,29.6,24.3,H,1
260010,3,2025-02-25,EPL,Chelsea,Southampton,4,0,H,88.0,8.9,3.1,H,0
260010,4,2025-02-25,EPL,Brighton,Bournemouth,2,1,H,46.9,24.7,28.4,H,0
260010,5,2025-02-25,EPL,Crystal Palace,Aston Villa,4,1,H,38.5,27.8,33.7,H,0
260010,6,2025-02-25,EPL,Wolves,Fulham,1,2,A,35.8,28.5,35.8,H,1
260010,7,2025-02-26,EPL,Tottenham,Man City,0,1,A,29.1,23.6,47.3,A,0
260010,8,2025-02-26,EPL,Man United,Ipswich,3,2,H,77.7,16.5,5.8,H,0
260010,9,2025-02-26,EPL,Liverpool,Newcastle,2,0,H,78.4,15.7,5.9,H,0
260010,10,2025-02-26,EPL,Nott'm Forest,Arsenal,0,0,D,24.5,26.5,49.0,A,1
260010,11,2025-02-26,EPL,Brentford,Everton,1,1,D,47.3,25.6,27.1,H,1
260010,12,2025-02-27,EPL,West Ham,Leicester,2,0,H,73.1,16.9,10.0,H,0
260010,13,2025-02-28,LaLiga,Valladolid,Las Palmas,1,1,D,30.7,29.7,39.6,A,1
260010,14,2025-03-01,LaLiga,Valencia,Real Madrid,1,2,A,2.1,15.6,82.3,A,0
260011,1,2025-02-26,EPL,Man United,Ipswich,3,2,H,77.7,16.5,5.8,H,0
260011,2,2025-02-26,EPL,Liverpool,Newcastle,2,0,H,78.4,15.7,5.9,H,0
260011,3,2025-02-26,EPL,Nott'm Forest,Arsenal,0,0,D,24.5,26.5,49.0,A,1
260011,4,2025-02-26,EPL,Brentford,Everton,1,1,D,47.3,25.6,27.1,H,1
260011,5,2025-02-27,EPL,West Ham,Leicester,2,0,H,73.1,16.9,10.0,H,0
260011,6,2025-02-28,LaLiga,Valladolid,Las Palmas,1,1,D,30.7,29.7,39.6,A,1
260011,7,2025-03-01,LaLiga,Valencia,Real Madrid,1,2,A,2.1,15.6,82.3,A,0
260011,8,2025-03-02,EPL,Chelsea,West Ham,2,1,H,85.8,14.7,-0.6,H,0
260011,9,2025-03-02,LaLiga,Girona,Las Palmas,2,1,H,73.5,16.8,9.7,H,0
260011,10,2025-03-04,EPL,Chelsea,Tottenham,1,0,H,72.1,15.9,12.0,H,0
260011,11,2025-03-05,EPL,Arsenal,Bournemouth,1,2,A,46.4,25.7,28.0,H,1
260011,12,2025-03-05,LaLiga,Villarreal,Osasuna,4,2,H,77.2,16.9,5.9,H,0
260011,13,2025-03-05,LaLiga,Alaves,Ath Madrid,0,0,D,25.5,30.5,44.0,A,1
260011,14,2025-03-05,LaLiga,Las Palmas,Valencia,2,3,A,36.1,28.8,35.2,H,1
260012,1,2025-03-02,EPL,Chelsea,West Ham,2,1,H,85.8,14.7,-0.6,H,0
260012,2,2025-03-02,LaLiga,Girona,Las Palmas,2,1,H,73.5,16.8,9.7,H,0
260012,3,2025-03-04,EPL,Chelsea,Tottenham,1,0,H,72.1,15.9,12.0,H,0
260012,4,2025-03-05,EPL,Arsenal,Bournemouth,1,2,A,46.4,25.7,28.0,H,1
260012,5,2025-03-05,LaLiga,Villarreal,Osasuna,4,2,H,77.2,16.9,5.9,H,0
260012,6,2025-03-05,LaLiga,Alaves,Ath Madrid,0,0,D,25.5,30.5,44.0,A,1
260012,7,2025-03-05,LaLiga,Las Palmas,Valencia,2,3,A,36.1,28.8,35.2,H,1
260012,8,2025-03-05,LaLiga,Valladolid,Barcelona,1,2,A,3.2,8.8,88.0,A,0
260012,9,2025-03-05,EPL,Aston Villa,Fulham,1,0,H,67.0,19.0,14.0,H,0
260012,10,2025-03-05,EPL,Everton,Ipswich,2,2,D,80.2,16.1,3.6,H,1
260012,11,2025-03-05,EPL,Leicester,Southampton,2,0,H,41.0,26.2,32.8,H,0
260012,12,2025-03-14,LaLiga,Las Palmas,Alaves,2,2,D,33.3,31.9,34.8,A,1
260012,13,2025-03-15,EPL,Southampton,Wolves,1,2,A,25.4,27.6,47.0,A,0
260012,14,2025-03-15,EPL,Bournemouth,Brentford,1,2,A,68.5,16.9,14.5,H,1
260013,1,2025-03-05,LaLiga,Valladolid,Barcelona,1,2,A,3.2,8.8,88.0,A,0
260013,2,2025-03-05,EPL,Aston Villa,Fulham,1,0,H,67.0,19.0,14.0,H,0
260013,3,2025-03-05,EPL,Everton,Ipswich,2,2,D,80.2,16.1,3.6,H,1
260013,4,2025-03-05,EPL,Leicester,Southampton,2,0,H,41.0,26.2,32.8,H,0
260013,5,2025-03-14,LaLiga,Las Palmas,Alaves,2,2,D,33.3,31.9,34.8,A,1
260013,6,2025-03-15,EPL,Southampton,Wolves,1,2,A,25.4,27.6,47.0,A,0
260013,7,2025-03-15,EPL,Bournemouth,Brentford,1,2,A,68.5,16.9,14.5,H,1
260013,8,2025-03-15,LaLiga,Valladolid,Celta,0,1,A,10.4,18.3,71.2,A,0
260013,9,2025-03-15,EPL,Ipswich,Nott'm Forest,2,4,A,25.3,27.1,47.5,A,0
260013,10,2025-03-15,EPL,Everton,West Ham,1,1,D,46.2,29.6,24.3,H,1
260013,11,2025-03-15,LaLiga,Girona,Valencia,1,1,D,49.0,26.9,24.1,H,1
260013,12,2025-03-15,LaLiga,Villarreal,Real Madrid,1,2,A,30.6,25.3,44.1,A,0
260013,13,2025-03-15,EPL,Man City,Brighton,2,2,D,71.2,16.5,12.4,H,1
260013,14,2025-03-15,LaLiga,Mallorca,Espanol,2,1,H,66.1,21.3,12.6,H,0
260014,1,2025-03-15,LaLiga,Valladolid,Celta,0,1,A,10.4,18.3,71.2,A,0
260014,2,2025-03-15,EPL,Ipswich,Nott'm Forest,2,4,A,25.3,27.1,47.5,A,0
260014,3,2025-03-15,EPL,Everton,West Ham,1,1,D,46.2,29.6,24.3,H,1
260014,4,2025-03-15,LaLiga,Girona,Valencia,1,1,D,49.0,26.9,24.1,H,1
260014,5,2025-03-15,LaLiga,Villarreal,Real Madrid,1,2,A,30.6,25.3,44.1,A,0
260014,6,2025-03-15,EPL,Man City,Brighton,2,2,D,71.2,16.5,12.4,H,1
260014,7,2025-03-15,LaLiga,Mallorca,Espanol,2,1,H,66.1,21.3,12.6,H,0
260014,8,2025-03-16,EPL,Fulham,Tottenham,2,0,H,47.9,25.5,26.6,H,0
260014,9,2025-03-16,LaLiga,Osasuna,Getafe,1,2,A,42.1,32.9,24.9,H,1
260014,10,2025-03-16,LaLiga,Vallecano,Sociedad,2,2,D,37.9,31.6,30.5,H,1
260014,11,2025-03-16,LaLiga,Leganes,Betis,2,3,A,25.0,28.8,46.3,A,0
260014,12,2025-03-16,EPL,Leicester,Man United,0,3,A,14.9,20.3,64.8,A,0
260014,13,2025-03-16,EPL,Arsenal,Chelsea,1,0,H,65.8,19.7,14.5,H,0
260014,14,2025-03-16,LaLiga,Ath Madrid,Barcelona,2,4,A,30.6,26.3,43.1,A,0
260015,1,2025-03-16,EPL,Fulham,Tottenham,2,0,H,47.9,25.5,26.6,H,0
260015,2,2025-03-16,LaLiga,Osasuna,Getafe,1,2,A,42.1,32.9,24.9,H,1
260015,3,2025-03-16,LaLiga,Vallecano,Sociedad,2,2,D,37.9,31.6,30.5,H,1
260015,4,2025-03-16,LaLiga,Leganes,Betis,2,3,A,25.0,28.8,46.3,A,0
260015,5,2025-03-16,EPL,Leicester,Man United,0,3,A,14.9,20.3,64.8,A,0
260015,6,2025-03-16,EPL,Arsenal,Chelsea,1,0,H,65.8,19.7,14.5,H,0
260015,7,2025-03-16,LaLiga,Ath Madrid,Barcelona,2,4,A,30.6,26.3,43.1,A,0
260015,8,2025-03-16,LaLiga,Sevilla,Ath Bilbao,0,1,A,32.6,29.6,37.8,A,0
260015,9,2025-03-27,LaLiga,Barcelona,Osasuna,3,0,H,88.0,10.1,1.9,H,0
260015,10,2025-03-29,LaLiga,Sociedad,Valladolid,2,1,H,88.0,15.0,-3.0,H,0
260015,11,2025-03-29,LaLiga,Real Madrid,Leganes,3,2,H,88.0,8.8,3.2,H,0
260015,12,2025-03-29,LaLiga,Alaves,Vallecano,0,2,A,44.1,32.7,23.1,H,1
260015,13,2025-03-29,LaLiga,Espanol,Ath Madrid,1,1,D,8.8,18.8,72.4,A,1
260015,14,2025-03-30,LaLiga,Barcelona,Girona,4,1,H,88.0,10.9,1.1,H,0
260016,1,2025-03-16,LaLiga,Sevilla,Ath Bilbao,0,1,A,32.6,29.6,37.8,A,0
260016,2,2025-03-27,LaLiga,Barcelona,Osasuna,3,0,H,88.0,10.1,1.9,H,0
260016,3,2025-03-29,LaLiga,Sociedad,Valladolid,2,1,H,88.0,15.0,-3.0,H,0
260016,4,2025-03-29,LaLiga,Real Madrid,Leganes,3,2,H,88.0,8.8,3.2,H,0
260016,5,2025-03-29,LaLiga,Alaves,Vallecano,0,2,A,44.1,32.7,23.1,H,1
260016,6,2025-03-29,LaLiga,Espanol,Ath Madrid,1,1,D,8.8,18.8,72.4,A,1
260016,7,2025-03-30,LaLiga,Barcelona,Girona,4,1,H,88.0,10.9,1.1,H,0
260016,8,2025-03-30,LaLiga,Getafe,Villarreal,1,2,A,29.1,30.6,40.3,A,0
260016,9,2025-03-30,LaLiga,Ath Bilbao,Osasuna,0,0,D,80.1,17.0,2.9,H,1
260016,10,2025-03-30,LaLiga,Valencia,Mallorca,1,0,H,44.1,30.6,25.3,H,0
260016,11,2025-03-30,LaLiga,Betis,Sevilla,2,1,H,64.3,20.2,15.6,H,0
260016,12,2025-03-31,LaLiga,Celta,Las Palmas,1,1,D,74.9,17.2,7.9,H,1
260016,13,2025-04-01,EPL,Tottenham,Newcastle,1,2,A,32.9,24.9,42.1,A,0
260016,14,2025-04-01,EPL,Bournemouth,Everton,1,0,H,68.5,19.0,12.6,H,0
260017,1,2025-03-30,LaLiga,Getafe,Villarreal,1,2,A,29.1,30.6,40.3,A,0
260017,2,2025-03-30,LaLiga,Ath Bilbao,Osasuna,0,0,D,80.1,17.0,2.9,H,1
260017,3,2025-03-30,LaLiga,Valencia,Mallorca,1,0,H,44.1,30.6,25.3,H,0
260017,4,2025-03-30,LaLiga,Betis,Sevilla,2,1,H,64.3,20.2,15.6,H,0
260017,5,2025-03-31,LaLiga,Celta,Las Palmas,1,1,D,74.9,17.2,7.9,H,1
260017,6,2025-04-01,EPL,Tottenham,Newcastle,1,2,A,32.9,24.9,42.1,A,0
260017,7,2025-04-01,EPL,Bournemouth,Everton,1,0,H,68.5,19.0,12.6,H,0
260017,8,2025-04-01,EPL,Brighton,Arsenal,1,1,D,15.1,19.0,65.9,A,1
260017,9,2025-04-01,EPL,Man City,West Ham,4,1,H,88.0,11.3,0.7,H,0
260017,10,2025-04-01,EPL,Southampton,Brentford,0,5,A,31.9,28.2,39.9,A,0
260017,11,2025-04-01,EPL,Crystal Palace,Chelsea,1,1,D,25.0,25.3,49.7,A,1
260017,12,2025-04-01,EPL,Aston Villa,Leicester,2,1,H,88.0,13.0,-1.0,H,0
260017,13,2025-04-04,LaLiga,Vallecano,Espanol,0,4,A,71.6,20.2,8.2,H,1
260017,14,2025-04-05,LaLiga,Sevilla,Leganes,2,2,D,66.5,20.2,13.3,H,1
260018,1,2025-04-01,EPL,Brighton,Arsenal,1,1,D,15.1,19.0,65.9,A,1
260018,2,2025-04-01,EPL,Man City,West Ham,4,1,H,88.0,11.3,0.7,H,0
260018,3,2025-04-01,EPL,Southampton,Brentford,0,5,A,31.9,28.2,39.9,A,0
260018,4,2025-04-01,EPL,Crystal Palace,Chelsea,1,1,D,25.0,25.3,49.7,A,1
260018,5,2025-04-01,EPL,Aston Villa,Leicester,2,1,H,88.0,13.0,-1.0,H,0
260018,6,2025-04-04,LaLiga,Vallecano,Espanol,0,4,A,71.6,20.2,8.2,H,1
260018,7,2025-04-05,LaLiga,Sevilla,Leganes,2,2,D,66.5,20.2,13.3,H,1
260018,8,2025-04-05,EPL,Chelsea,Liverpool,3,1,H,44.0,25.5,30.5,H,0
260018,9,2025-04-05,LaLiga,Espanol,Betis,1,2,A,28.7,31.5,39.8,A,0
260018,10,2025-04-05,EPL,Brighton,Newcastle,1,1,D,33.0,25.7,41.3,A,1
260018,11,2025-04-05,EPL,Brentford,Man United,4,3,H,71.4,17.2,11.3,H,0
260018,12,2025-04-05,LaLiga,Real Madrid,Celta,3,2,H,87.9,12.2,-0.2,H,0
260018,13,2025-04-05,EPL,West Ham,Tottenham,1,1,D,45.2,25.6,29.2,H,1
260018,14,2025-04-05,LaLiga,Sociedad,Ath Bilbao,0,0,D,37.0,31.5,31.5,H,1
260019,1,2025-04-05,EPL,Chelsea,Liverpool,3,1,H,44.0,25.5,30.5,H,0
260019,2,2025-04-05,LaLiga,Espanol,Betis,1,2,A,28.7,31.5,39.8,A,0
260019,3,2025-04-05,EPL,Brighton,Newcastle,1,1,D,33.0,25.7,41.3,A,1
260019,4,2025-04-05,EPL,Brentford,Man United,4,3,H,71.4,17.2,11.3,H,0
260019,5,2025-04-05,LaLiga,Real Madrid,Celta,3,2,H,87.9,12.2,-0.2,H,0
260019,6,2025-04-05,EPL,West Ham,Tottenham,1,1,D,45.2,25.6,29.2,H,1
260019,7,2025-04-05,LaLiga,Sociedad,Ath Bilbao,0,0,D,37.0,31.5,31.5,H,1
